[*] Start mutation process:
   - targets: mutatest
   - tests: ./mutatest/tests_50
[*] 95 tests passed:
   - tests_50.all_op_types [1.77136 s]
   - tests_50.conftest [0.30002 s]
   - tests_50.test_api [1.62358 s]
   - tests_50.test_cache [1.68239 s]
   - tests_50.test_cli [2.52973 s]
   - tests_50.test_transformers [1.61822 s]
[*] Start mutants generation and execution:
   - [# 108] DDL mutatest.api: [0.00000 s] incompetent
   - [# 109] DDL mutatest.api: [2.40453 s] survived
   - [# 110] DDL mutatest.api: [0.00000 s] incompetent
   - [# 111] DDL mutatest.api: [3.19334 s] survived
   - [# 112] DDL mutatest.api: [3.29728 s] survived
   - [# 113] DDL mutatest.api: [3.23504 s] survived
   - [# 114] DDL mutatest.api: [0.00000 s] incompetent
   - [# 115] DDL mutatest.api: [3.17084 s] survived
   - [# 116] DDL mutatest.api: [2.70231 s] survived
   - [# 117] DDL mutatest.api: [2.93290 s] survived
   - [# 118] DDL mutatest.api: [1.94215 s] survived
   - [# 119] IOD mutatest.api: [3.00202 s] survived
   - [# 120] IOD mutatest.api: [1.99449 s] survived
   - [# 121] IOD mutatest.api: [3.23423 s] survived
   - [# 122] IOD mutatest.api: [2.70477 s] survived
   - [# 123] IOD mutatest.api: [3.21854 s] survived
   - [# 124] IOD mutatest.api: [2.53180 s] survived
   - [# 125] IOD mutatest.api: [3.29774 s] survived
   - [# 126] IOD mutatest.api: [3.12611 s] survived
   - [# 127] IOD mutatest.api: [2.30900 s] survived
   - [# 128] IOD mutatest.api: [3.24284 s] survived
   - [# 129] LCR mutatest.api: [2.44447 s] survived
   - [# 130] LCR mutatest.api: [3.20778 s] survived
   - [# 131] SCI mutatest.api: [2.36707 s] survived
   - [# 132] SCI mutatest.api: [3.11629 s] survived
   - [# 133] SCI mutatest.api: [2.44727 s] survived
   - [# 134] SCI mutatest.api: [2.17175 s] survived
   - [# 135] SCI mutatest.api: [1.95042 s] survived
   - [# 136] SCI mutatest.api: [3.06098 s] survived
   - [# 137] SCI mutatest.api: [2.10909 s] survived
   - [# 138] SCI mutatest.api: [3.25365 s] survived
   - [# 139] SCI mutatest.api: [2.65359 s] survived
   - [# 140] SCI mutatest.api: [3.20301 s] survived
   - [# 141] COD mutatest.cache: [2.46743 s] survived
   - [# 142] COD mutatest.cache: [3.19374 s] survived
   - [# 143] COD mutatest.cache: [2.75590 s] survived
   - [# 144] COI mutatest.cache: [4.10402 s] survived
   - [# 145] COI mutatest.cache: [1.96709 s] survived
   - [# 146] COI mutatest.cache: [5.40394 s] survived
   - [# 147] COI mutatest.cache: [3.93744 s] survived
   - [# 148] COI mutatest.cache: [2.84078 s] survived
   - [# 149] COI mutatest.cache: [3.26109 s] survived
   - [# 150] COI mutatest.cache: [2.36503 s] survived
   - [# 151] COI mutatest.cache: [3.25497 s] survived
   - [# 152] CRP mutatest.cache: [2.78106 s] survived
   - [# 153] CRP mutatest.cache: [3.78799 s] survived
   - [# 154] CRP mutatest.cache: [3.07669 s] survived
   - [# 155] CRP mutatest.cache: [3.24089 s] survived
   - [# 156] CRP mutatest.cache: [2.33809 s] survived
   - [# 157] CRP mutatest.cache: [3.12817 s] survived
